Date,Influencer_Sentiment,Sample_Title
2023-09-05,-0.25,9/5、日本株上げてほしいけど下落にも警戒しとこか。日経平均はSQ週水曜から崩れやすいぞ！！高配当株の狂い上げ続く？ドル円147円まで円安加速。米国株より日本株優位。ビットコイン急落中。
2023-09-06,0.55,"9/6、日本株上げてるけど油断大敵やで！！高配当株の狂い上げ終わり近いか。日経平均33,700円が転換点かもな。円安加速でドル円147円まで上昇。米国株、ナスダック、半導体株はグロース優位。"
2023-09-07,-0.75,9/7、日本株の動きおかしくない？日経平均ここが天井なんか？半導体株が大暴落。高配当株狂い上げ終了？円安加速でドル円147円。米国株、ナスダック、半導体株がSQ前に下落。ビットコインも弱い。
2023-09-08,-0.9,9/8、日本株撤退しててよかった！！日経平均が大幅安で半導体株も急落。アップルショック。高配当株狂い上げ終了？円安加速でドル円147円。米国株、ナスダック、半導体株がSQ前に下落。ビットコインも弱い。
2023-09-09,-0.8,9/9、日本株急落続く。日経平均が400円安。高配当株の上昇終了か。ドル円148円まで円安加速で為替介入に警戒。米国株、ナスダック、半導体株は中国リスクでアップル急落が重し。
2023-09-10,-0.2,9/10、日本株の急落止まれ‼️日経平均先物上昇だけど米CPI、SQ控え上値重そうだよな。高配当株は底堅いかな。ドル円急騰も止まらんし為替介入警戒や！！米国株、ナスダック、半導体株どう動く？
2023-09-11,-0.3,9/11、日本株乱高下がヤバい。植田日銀発言で金利急騰→半導体、グロース株急落で日経平均下落。銀行株は大幅高。ソフトバンクGもアーム上場控え上昇。ドル円146円まで急落で自動車株に売り。
2023-09-12,0.3,9/12、日本株あがれや！！半導体株やIHI、三菱重工が急落。日経平均理論値下落もソフトバンクGや高配当株強い。日銀総裁発言は円売りの好機？米国株、ナスダックはCPI控えGAFAM、テスラが強い！！
2023-09-13,0.8,9/13、CPI発表。日本株動くぞ。円安加速でドル円１５０円まで上昇か？日経平均上がるか。米国株、ナスダック、半導体株上がれ！！
2023-09-14,-0.2,9/14、アームついに上場やで！！日経平均急騰だけど高値警戒！！海外投資家が日本株を7600億円売却。半導体、高配当株が強い。CPI通過で米国株、ナスダックは小動き。ドル円も円安維持。
2023-09-15,0.7,9/15、アーム爆上げがヤバい！！日経平均急騰で含み益マシマシや！！海外投資家が日本株を7600億円売却。半導体、高配当株が強い。CPI通過で米国株、ナスダックは小動き。ドル円も円安維持。
2023-09-16,-0.8,9/18、半導体株急落。日経平均先物250円安で日本株高月末までか。高配当株の狂い上げ警戒。アーム下落でソフトバンクGも下落か。米国株、ナスダックもTSMC先行き懸念で下落。
2023-09-17,-0.7,9/17、日本株下がるんか？日経平均先物250円安で日本株高月末までか。高配当株の狂い上げ警戒。アーム下落でソフトバンクGも下落か。米国株、ナスダックもTSMC先行き懸念で下落。
2023-09-18,-0.7,9/18、日本株下がるんか？日経平均先物250円安で日本株高月末までか。高配当株の狂い上げ警戒。アーム下落でソフトバンクGも下落か。米国株、ナスダックもTSMC先行き懸念で下落。
2023-09-19,-0.7,9/19、日本株下がるんか？日経平均290円安で日本株高月末までか。高配当株の狂い上げ警戒。アーム下落でソフトバンクGも下落か。米国株、ナスダックもTSMC先行き懸念で下落。
2023-09-20,-0.8,9/20、日本株下落続く。高配当株下落始まりか？日経平均218安。原油下落で資源株も利食い先行。ドル円一時148円突破、FOMC控え米国株、ナスダックは弱い。半導体株下落止まるんか？
2023-09-21,-0.9,9/21、急落ヤバすぎ。FOMCショックで日本株大暴落。日経平均450円急落かつ半導体、グロース株が大暴落でヤバい。ドル円148円まで円安加速。米国株、ナスダックも金利急騰で急落。
2023-09-22,-0.9,9/22、急落ヤバすぎ。FOMCショックで日本株大暴落。日銀緩和継続でドル円148円に上昇。日経平均続落で高配当株下落。米国株、ナスダック、半導体株どうなる
2023-09-23,-0.8,9/23、日経平均急落ヤバすぎ。海外投資家が日本株を２週間で１兆円売却。日銀緩和継続でドル円148円に上昇。高配当株は高値警戒。米国株、ナスダック、半導体株どうなる
2023-09-24,-0.7,9/24、日経平均急落ヤバすぎ。海外投資家が日本株を２週間で１兆円売却。日銀緩和継続でドル円148円に上昇。高配当株は高値警戒。米国株、ナスダック、半導体株どうなる
2023-09-25,0.3,9/25、日本株上昇一時的なんか⁉高配当株弱すぎや。半導体株急伸で日経平均270円高。ゲーム関連も強い。日銀緩和継続で銀行株下落。ドル円の上昇止まらない。米国株、ナスダックどうなる。
2023-09-26,-0.25,9/26、日本株上昇サイン見逃すな！！日経平均363円急落。円安加速でドル円149円まで上昇。高配当株高値掴み注意。米国株、ナスダック、半導体株も弱い。
2023-09-27,-0.2,9/27、日本株急落止まるんか？上昇サイン見逃すな！！日経平均が配当取りで急反発。円安加速でドル円149円。米国株、ナスダック、半導体株急落で弱い。
2023-09-28,-0.9,"9/28、日本株下落ヤバすぎ。日経平均の急落続く。海外投資家が日本株を9,000億円売却。原油急騰で米金利上昇→円安加速。欧州株急落で米国株、ナスダック、半導体株も弱すぎや。"
2023-09-29,-0.2,9/29、日本株急落止まるんか？日経平均小幅安なのに高配当株が急落。円安加速でドル円149円。米国株、ナスダック、半導体株が自律反発で上昇サイン点灯する？
2023-09-30,-0.3,9/30、海外勢が日本株売り仕掛け。高配当株急落エグい。個人投資家高値掴み急増。日経平均急騰サイン見逃すな‼️円安加速でドル円上昇。米国株、ナスダック、半導体株はつなぎ予算案否決で弱い。
2023-10-01,0.3,10/1、日本株上げてくれ！！海外勢が日本株売り仕掛け。高配当株急落。個人投資家高値掴み急増。日経平均急騰サイン見逃すな‼️円安加速でドル円上昇。米国株、ナスダック、半導体株はつなぎ予算可決でどうなる
2023-10-02,-0.8,10/2、日本株急落ヤバすぎや！！日経平均が後場600円急落で投げ売り加速。円安加速で為替介入警戒→海外勢の売り仕掛け継続？個人の高値掴み急増で需給悪化。米国株の上昇サインを待て！！
2023-10-03,-0.8,10/3、日本株の急落止まらんやんか！！高配当株の急落ヤバすぎ。個人の高値掴み爆増で日経平均大暴落。急騰サイン再認識や！！円安加速で為替介入警戒。米国株、ナスダックは高安まちまち。
2023-10-04,-0.9,10/4、日本株急落いつまで続くねん。日経平均700円急落でバフェット効果消失。高配当株急落ヤバイ。ドル円急落で為替介入の思惑。米国株、ナスダック、半導体株も金利急騰で下落か。
2023-10-05,0.7,10/5、日本株あげてくれ！！日経平均500円急上昇。海外勢が1.6兆大量売却で個人高値掴み急増。為替介入思惑もドル円149円推移。米国株、ナスダック、半導体株は金利低下、原油急落で上昇。
2023-10-06,0.4,10/6、米雇用統計で日本株の爆上げこい！！日経平均80円安、ドル円149円推移。海外勢が1.6兆大量売却で個人高値掴み急増。米国株、ナスダック、半導体株は金利低下、原油急落で上昇か？
2023-10-07,0.8,10/7、日本株チャンス来たか。雇用統計通過で日経平均爆上げや！！ドル円も149円まで円安加速。金利上昇も米国株、ナスダック、半導体株も急反発。原油急落も追い風。
2023-10-08,0.7,10/8、日本株上げてくれ。中東情勢悪化で原油価格上昇か？雇用統計通過で日経平均上昇。ドル円も149円まで円安加速。金利上昇も米国株、ナスダック、半導体株が急反発。
2023-10-09,-0.2,10/9、日本株上げてくれ！！中東情勢悪化で原油価格急騰。日経平均先物が乱高下。ドル円は149円まで円安加速。金利上昇も米国株、ナスダック、半導体株が急反発続くんか・
2023-10-10,0.8,10/10、日本株急騰はヤバすぎた。日経平均750円爆上げや！！半導体、資源株が大幅高。中東情勢悪化で原油価格急騰、ドル円148円に下落。金利低下で米国株、ナスダック反発。
2023-10-11,0.2499999999999999,10/11、日本株の急騰加速しろ！！個人の異常な信用買い急増→決算時暴落に警戒。半導体株急騰で日経平均180円高。FRB交換ハト派発言で金利低下→米国株、ナスダックが上昇。ドル円も148円まで低下。
2023-10-12,0.8,10/12、CPI発表。日本株動くぞ！！上昇サイン点灯で日経平均の爆上げ止まらない。半導体株の急騰がヤバイ。レーザーテック大商い。ドル円149円で推移。金利低下で米国株、ナスダックも上昇や！！
2023-10-13,-0.8,10/13、日本株また下がり始めるんか⁉全体9割下落で日経平均下落以上の売り圧力。円安加速でドル円１４９円大推移。CPIでインフレ懸念残る。米国株、ナスダック下落。半導体株だけが強い。
2023-10-14,-0.9,10/14、日本株急落だと⁉ 中東情勢悪化で原油価格急騰。インフレ懸念で日経先物400円安。米国株、ナスダック、半導体株が急落。ドル円149円で推移。安定資産の金が急上昇。
2023-10-15,-0.9,10/15、日本株急落やめてくれ！！ 中東情勢悪化で原油価格急騰。インフレ懸念で日経先物400円安。米国株、ナスダック、半導体株が急落。ドル円149円で推移。安定資産の金が急上昇。
2023-10-16,-0.9,10/16、日本株大暴落止まれ。半導体株急落で日経平均656円安。マザーズ急落がヤバイ。中東情勢悪化で原油価格急騰。米国株、ナスダック下落。ドル円149円で推移。安定資産の金が急上昇。
2023-10-17,0.5,10/17、日本株また下がるんか⁉半導体、ハイテク株上昇で日経平均381円高。金利上昇でドル円149円推移。中東情勢懸念も米国株、ナスダック、半導体株上昇。急落サイン回避か。
2023-10-18,0.7,10/18、日本株上昇継続か⁉︎バリューに資金流入、日経平均も小幅高。原油価格上昇で資源株に買い。金利急騰で円安加速→ドル円150円越えか？米国株、ナスダック、半導体株乱高下。金先物急伸に違和感。
2023-10-19,-0.9,10/19、日本株また急落なんか⁉金利急騰で日経平均600円安はキツイ。米金利5％超えると米国株下落加速か。ナスダック、半導体株も大幅安。円安加速でドル円150円越えか。金価格の上昇が不気味。
2023-10-20,-0.7,10/20、日本株急落止まれ‼️日経平均下落止まらない。金利急騰で米国株、ナスダック、半導体株が乱高下。円安加速でドル円150円突破か？金先物とビットコインが大幅高。
2023-10-21,-0.7,10/22、日本株急騰サインを見逃すな！！日経平均先物が250円安。金利急騰で米国株、ナスダック、半導体株が暴落。中東情勢懸念で原油高止まり、金価格が急騰。
2023-10-22,-0.9,10/22、日本株暴落勘弁してくれ！！日経平均の下落が止まらない。中東情勢懸念で原油高止まり、金利急騰で米国株、ナスダック、半導体株が暴落。金とビットコインが急騰。急落前兆なんか？ＶＩＸやで！！
2023-10-23,-0.9,10/23、日本株暴落勘弁してくれ！！日経平均の下落が止まらない。中東情勢懸念で原油高止まり、金利急騰で米国株、ナスダック、半導体株が暴落。金とビットコインが急騰。急落前兆なんか？ＶＩＸやで！！
2023-10-24,-0.25,10/24、日本株上がれ！！！日経平均急反発もニデック決算で大暴落。信用買残４兆円近くまで急増で年末安決定か。米金利急落で米国株、ナスダック、半導体株戻すも中東情勢、GAFAM決算次第。
2023-10-25,-0.2,10/25、日本株大幅高来るか！！日経平均急反発も異常事態に備えろ。需給悪化でニデック大暴落続く。信用買残急増で年末安決定か。米国株、ナスダック、半導体株上昇来い。中東情勢、GAFAM決算次第。
2023-10-26,-0.9,10/26、日本株大暴落ヤバすぎやろ！！金利急騰で半導体株急落。海外投資家も日本株売却。ドル円150円まで円安加速、日経平均668円大幅安。アルファベット暴落で米国株、ナスダック急落。
2023-10-27,-0.7,10/27、日本株大暴落止まれ！！日経先物が200円また下落だと。海外投資家の日本株売却続くか。ドル円150円まで円安加速、アマゾン決算でで米国株、ナスダック急落止まるか。上昇サインを見極めろ！！
2023-10-28,-0.8,10/28、日本株暴落続くんか⁉日経平均先物が400円急落。中東情勢懸念で金利低下、ドル円149円に下落。金価格、仮想通貨上昇。米国株、ナスダック、半導体株もまだ弱い。
2023-10-29,-0.8,10/29、日本株暴落続くんか⁉日経平均先物が400円急落。中東情勢懸念で金利低下、ドル円149円に下落。金価格、仮想通貨上昇。米国株、ナスダック、半導体株もまだ弱い。
2023-10-30,-0.75,10/30、日本株暴落続くんか⁉アジアトップの機関投資家が日本株の保有縮小。日経平均294円安。日銀会合控えドル円149円台。金利低下、金価格、仮想通貨上昇。米国株、ナスダック、半導体株どうなる。
2023-10-31,-0.7,10/31、日経平均上昇サイン来い！！日本株の投げ売りがヤバい。信用買残が４兆円越えに爆増で年末安確定か。日銀YCC修正で金利上昇なのにドル円１５０円台。米国株、ナスダック、半導体株どうなる。
2023-11-01,0.8,11/1、日本株爆上げヤバい。日経平均742円高‼︎信用買残が４兆円越えに爆増で年末安確定か。日銀YCC柔軟で金利上昇なのにドル円１５1円台。米国株、ナスダック、半導体株上がれ
2023-11-02,0.3,11/2、日本株上がれ！！ハイテク株急騰で日経平均348円上昇。海外勢が5995億の売り仕掛け。信用残４兆円越えで年末安確定か。パウエル発言で金利低下。米国株、ナスダック、半導体株が上昇。
2023-11-03,0.7,11/3、日本株上がれ！！日経先物が４３３円爆上げや。米雇用統計でドル円乱高下か。信用残４兆円越えで年末安確定か。金利低下。米国株、ナスダック、半導体株急騰。VIX上昇サインは最強説
2023-11-04,0.7,11/4、日本株稼ぎ時や！！日経先物が770円爆上げ。米雇用統計で金利低下→ドル円149円台。米国株、ナスダック、半導体株急騰。VIX上昇サインは最強。信用残４兆円越えで年末安警戒。
2023-11-05,0.7,11/5、日本株稼ぎ時や！！日経先物が770円爆上げ。米雇用統計で金利低下→ドル円149円台。米国株、ナスダック、半導体株急騰。VIX上昇サインは最強。信用残４兆円越えで年末安警戒。
2023-11-06,0.75,11/6、日本株爆上げ来たぜ！！日経先物が758円高。金利低下でハイテク、グロース株が大幅高。ドル円149円台。米国株、ナスダック、半導体株急騰。VIX上昇サインは最強。信用残４兆円越えで年末安警戒。
2023-11-07,-0.3,11/7、日本株利食い先行。半導体、グロース株下落で日経平均436円安。海運株続落。ドル円150円台に上昇。信用買残急増で年末安警戒。米国株、ナスダック上昇。金価格下落。仮想通貨高値推移。
2023-11-08,-0.7,11/8、日本株乱高下激しすぎや！！急落銘柄が多発。ソフトバンクG決算で日経平均下落か。商社、海運、資源、銀行株急落。ドル円150円台。米国株、ナスダック、半導体株は上昇。金価格下落、仮想通貨上昇。
2023-11-09,-0.25,11/9、日本株上がれ！！ソフトバンクGが9311億の大赤字。日経平均下落圧力に警戒か。金利低下でドル円150円台。信用買残急増で１２月年末安警戒。米国株、ナスダック、仮想通貨強い。
2023-11-10,0.6,11/10、日本株上がれ！！ソフトバンクGが8%大暴落の割に日経平均強いぞ。金利低下でドル円151円台。信用買残急増で１２月年末安警戒。米国株、ナスダック、仮想通貨強い。
2023-11-11,0.8,11/11、日本株上昇止まらん。ソフトバンクGが8％大暴落なのに日経平均強い。ハイテク株急騰か。米国株、ナスダック、半導体株が大幅高。円安加速でドル円１５１円台。仮想通貨ビットコインも急伸。
2023-11-12,0.8,11/12、日本株上がれ！！ソフトバンクGが8％大暴落なのに日経平均強い。ハイテク株急騰か。米国株、ナスダック、半導体株が大幅高。円安加速でドル円１５１円台。仮想通貨ビットコインも急伸。
2023-11-13,-0.7,11/13、日本株弱すぎる。米国株大幅高なのに日経平均高値から300円下落。決算シーズン大荒れで資生堂も15％大暴落。円安加速でドル円152円目前。ナスダック、半導体株どうなる。仮想通貨強い。
2023-11-14,0.3,"11/14、CPI発表。日本株動くぞ！！日経平均33,000円越え来るか。需給最悪で年末安警戒。重要イベント控えドル円151円台。米国株、ナスダック、半導体株どう動く。金利低下でハイテク株相場来るか。"
2023-11-15,0.8500000000000001,11/15、CPI通過で日本株爆上げや！！ハイテク、半導体株大幅高で日経平均823円急騰。複数のヘッジファンド巨大ＩＴ株投資拡大。金利低下で米国株、ナスダック急騰。円安加速は止まらない。
2023-11-16,-0.2,11/16、日本株利確売りで日経平均重い。米バークシャーＧＭとＰ＆Ｇ売却でバフェット現金最大化。ハイテク、半導体株強いが高配当株が弱い。円安加速でドル円151円台。米国株、ナスダック、仮想通貨強い‼︎
2023-11-17,0.2,11/17、日本株下落するんか？円高進行でドル円１４９円まで下落。日経平均160円高で今年高値推移。金利低下で米国株、ナスダック、半導体株強い。仮想通貨ビットコインも高値から下落。
2023-11-18,0.8,11/18、日経平均が超重要局面。円高加速でドル円149円台。海外勢が先物で日本株を１兆円買い仕掛け。ハイテク、半導体株上昇がエグイ。米国株、ナスダックも強い！！仮想通貨、金価格上昇。
2023-11-19,0.8,11/19、日本株上がれ！！日経平均が超重要局面や。円高加速でドル円149円台。海外勢が先物で仕掛け買い。ハイテク、半導体株上昇がエグイ。米国株、ナスダックも強い！！仮想通貨、金価格上昇。
2023-11-20,-0.7,11/20、日本株また急落なんか？ドル円148円に急落で日経平均高値から400円下落。１２月年末安来るのか。輸出関連売られ円高関連銘柄に資金シフト。ドル建て日経平均が全てのカギや！！
2023-11-21,-0.7,11/21、日本株また急落なんか？ドル円147円に急落で日経平均、輸出関連株下落。年末安警戒。円高関連銘柄が大幅高。ドル建て日経平均注視。米国株、ナスダック、半導体株強い‼︎
2023-11-22,0.25,11/22、日本株上がれ！日経平均は超重要ラインでビタ止め状態。エヌビディア決算後乱高下で半導体株大荒れか。金利低下でドル円148円台に上昇。米国株、ナスダック反落。仮想通貨、金価格上昇。
2023-11-23,0.4,11/23、日本株上がれ！円安再加速でドル円149円台。日経平均34000円越え来るか。１２月相場はあのサイン次第で急落？米国株、ナスダック、半導体株上昇。エヌビディアは好決算で下落。
2023-11-24,0.7,11/24、日本株上がれ！円安加速でドル円149円に上昇。日経平均34000円越え目前。１２月相場は年末安警戒。米国株、ナスダック、半導体株強い。金利低下で仮想通貨ビットコイン、金価格も上昇や
2023-11-25,-0.3,11/25、日経平均は3条件揃うと急落警戒‼️海外投資家が日本株を大量買い。円安加速でドル円149円に上昇。米国株、ナスダック、半導体どうなる？仮想通貨ビットコイン、金価格も強い。
2023-11-26,0.8,"11/26、日本株上がれ‼️海外投資家が日本株を3000億円大量買い。円安加速でドル円149円に上昇、日経平均34,000円トライ。米国株、ナスダック、半導体強い。仮想通貨ビットコイン、金価格も強い。"
2023-11-27,-0.5,11/27、日本株急落ついに来るんか⁉円高加速で日経平均178円下落。ハイテク、半導体株上昇息切れ？輸出関連株弱く海運株強い。米国株、ナスダックどうなる。
2023-11-28,-0.8,11/28、ドル円急落ヤバイ。6月高値銘柄が最下落で日本株急落始まりか。円高加速で円安関連銘柄に売り圧力。ドル建て日経平均上値重い。米国株、ナスダック、半導体株も利食い先行。
2023-11-29,0.5,11/29、日本株急落回避なんか？空売り勢丸焦げで日経平均踏み上げ再開⁉️円高加速でドル円急落→円安関連銘柄弱い。金利低下で米国株、ナスダック、半導体株どうなる。仮想通貨、金価格高値推移。
2023-11-30,-0.7,11/30、日本株動くぞ！！海外投資家が日本株を4249億円大量売却。日経平均上昇続くんか？円高加速でドル円下落。6月高値銘柄投げ売り加速。米国株、ナスダック、半導体株どうなる。
2023-12-01,-0.3,12/1、日本株動くぞ！！海外投資家が日本株を4249億円大量売却。日経平均上昇続くんか？円高加速でドル円下落。6月高値銘柄投げ売り加速。米国株上昇もナスダック、半導体株弱い。
2023-12-02,-0.3,12/2、日本株動くぞ！！円高加速でドル円下落。米国株急騰で日経平均上昇続くんか？海外勢が4200億円大量売却。6月高値銘柄投げ売り加速。ナスダック、半導体株弱い。
2023-12-03,-0.3,12/3、日本株動くぞ！！円高加速でドル円下落。米国株急騰で日経平均上昇続くんか？海外勢が4200億円大量売却。6月高値銘柄投げ売り加速。ナスダック、半導体株弱い。
2023-12-04,-0.3,12/4、日本株急落なんか⁉米国株急騰なのに日経平均200円安。円高加速でドル円下落→輸出関連株が弱い。ナスダック、半導体株どうなる。金利急低下で金先物、仮想通貨ビットコイン大幅高。
2023-12-05,-0.8,12/5、日本株大暴落開始か。半導体株急落で日経平均455円下落。米国株、ナスダックも下げ。円高加速でドル円下落。金利急低下で金先物、仮想通貨ビットコイン大幅高。
2023-12-06,0.7,12/6、日本株騙し上げなんか？ショートカバーで日経平均670円急騰。円高一服でドル円147円台。金利低下で米国株、ナスダック、半導体株上昇か。仮想通貨ビットコインの急騰エグイ。
2023-12-07,-0.8,12/7、日本株大暴落や。植田日銀総裁発言でドル円急落→日経平均５８７円大暴落。海外投資家も4000億円大量売却だと。米港株、ナスダック半導体株も弱い。仮想通貨ビットコイン急騰。
2023-12-08,-0.8,12/8、日本株大暴落や。植田日銀総裁発言でドル円急落→日経平均550円大暴落。海外投資家も4000億円大量売却だと。米港株、ナスダック半導体株強い。仮想通貨ビットコイン急騰。
2023-12-09,-0.7,12/9、日本株大暴落続く。植田日銀発言で投げ売り加速。ドル円急落→日経平均550円大暴落。海外投資家も4000億円大量売却だと。米国株、ナスダック半導体株は強い。仮想通貨ビットコイン急騰。
2023-12-10,-0.8,12/10、日本株大暴落続く。植田日銀発言で投げ売り加速。ドル円急落→日経平均550円大暴落。海外投資家も4000億円大量売却だと。米国株、ナスダック半導体株は強い。仮想通貨ビットコイン急騰。
2023-12-11,0.7,12/11、日本株上がれ！！ショートカバー炸裂で日経平均483円高。空売り勢丸焦げ。CPI控えドル円145円推移。米国株、ナスダック、半導体株どうなる。仮想通貨ビットコイン、金先物下落。
2023-12-12,-0.3,12/12、CPI発表。日本株動くぞ！！日経平均がドル円の動きで乱高下。海外勢売り仕掛けてくるのか。需給最悪で日本株上値重い。米国株、ナスダック、半導体株どうなる。仮想通貨ビットコイン、金先物下落。
2023-12-13,-0.2,12/13、日本株は年末安なんか⁉︎需給は最悪やで。CPI通過で日経平均小幅高。ドル円145円推移。FOMCパウエル発言控え米国株、ナスダック、半導体株強い。仮想通貨ビットコイン下落。
2023-12-14,-0.7,12/14、日経平均急落始まりか。海外勢が日本株を5868億円売却。FOMCパウエル発言でドル円急落。円安関連銘柄が大幅安。金利低下で米国株、ナスダック、半導体株強い。仮想通貨ビットコイン軟調。
2023-12-15,-0.2,12/15、日本株急落来るんか⁉日銀会合控え日経平均上昇。海外勢が5868億円売却。FOMCパウエル発言でドル円急落。金利低下で米国株、ナスダック、半導体株強い。仮想通貨ビットコイン軟調。
2023-12-16,-0.2,12/16、日本株動くぞ！！ショートカバー炸裂で日経平均乱高下。日銀会合でドル円急落来るとヤバイ。海外勢も大幅売り越し。米国株、ナスダック、半導体株強い。仮想通貨ビットコイン下落。
2023-12-17,-0.2,12/17、日本株動くぞ！！ショートカバー炸裂で日経平均乱高下。日銀会合でドル円急落来るとヤバイ。海外勢も大幅売り越し。米国株、ナスダック、半導体株強い。仮想通貨ビットコイン下落。
2023-12-18,-0.2,12/18、日本株動くぞ‼︎日銀会合控え日経平均211円下落。嵐の前の静けさでドル円急落はまずい。米国株、ナスダック、半導体株強い。仮想通貨ビットコイン急落。
2023-12-19,0.8,12/19、日本株上がれ‼️日銀緩和維持で日経平均430円急騰。空売り急増でショートカバー炸裂か。ドル円144円台に急伸。米国株、ナスダック、半導体株強い。仮想通貨ビットコインも反発。
2023-12-20,0.8,12/20、日本株稼ぎ時や！！空売り勢丸焦げで日経平均456円高。日銀緩和維持でドル円上昇。主力値嵩株に買い。金利低下で米国株、ナスダック、半導体株も強い。仮想通貨ビットコイン上昇。
2023-12-21,-0.2,12/21、日経平均上昇続くんか⁉️ 海外投資家が日本株を2378億円買い越し。トヨタ、値嵩株急落で日経平均535円安。ドル円143円推移。米国株、ナスダック、半導体株急落。仮想通貨ビットコイン上昇。
2023-12-22,0.7,12/22、日本株上がれ！！空売り勢丸焦げで日経平均上昇続くか。ドル円下落で上値重い。海外投資家は日本株買い。金利低下で米国株、ナスダック、半導体株も強い。仮想通貨ビットコイン上昇。
2023-12-23,0.8,12/23、日本株上がれ‼️。空売り勢焼かれて日経平均上昇開始？信用投げ売り銘柄が大幅高。日銀緩和維持でドル円上昇→優位性UP。米国株、ナスダック、半導体株強い。仮想通貨ビットコイン上昇。
2023-12-24,0.8,12/24、日本株上がれ‼️。空売り勢焼かれて日経平均上昇開始？信用投げ売り銘柄が大幅高。日銀緩和維持でドル円上昇→優位性UP。米国株、ナスダック、半導体株強い。仮想通貨ビットコイン上昇。
2023-12-25,0.2,12/25、日本株上がれ。海運株の急落エグい。ドル円上昇で日経平均小幅高。植田総裁、金融政策の変更検討についてコメント。米国株、ナスダック、半導体株、仮想通貨ビットコインどうなる。
2023-12-26,0.3,12/26、日本株チャンスが近いぞ。損益通算終了で投げ売り銘柄上昇来るか。日経平均は上値重い展開。ドル円142円推移。米国株、ナスダック、半導体株、仮想通貨ビットコインどうなる。
2023-12-27,0.7,12/27、日本株上がれ‼️損益通算最終日に日経平均375円急騰。投げ売り銘柄が大幅高。ソフトバンクG、海運株急騰。ドル円142円推移。米国株、ナスダック、半導体株も高い。仮想通貨ビットコイン下落。
2023-12-28,0.7,12/28、空売り勢焼かれて日経平均さらに上昇か。円高加速でドル円140円に下落→海外投資家の日本株大量買い来るか。米国株、ナスダック、半導体株は加熱意識。仮想通貨ビットコイン下落。
2023-12-29,0.7,12/29、日本株上がれ‼️日経平均は大納会下落かよ。年明け爆上げ来い！！円高加速から141円後半にドル円上昇。米国株、ナスダック、半導体株強すぎや。仮想通貨ビットコイン下落。
2023-12-30,-0.8,12/30、年明け日本株下落なんか⁉米国株下落で日経平均先物が200円安。円高加速でドル円141円の攻防。利益確定売りでナスダック、半導体株も弱い。仮想通貨ビットコイン下落。
2024-01-01,-0.8,1/1、年明け日本株下落なんか⁉地震の影響で日経平均下落か。円高加速でドル円141円の攻防。利益確定売りで米国株、ナスダック、半導体株も弱い。仮想通貨ビットコイン下落。
2024-01-02,0.0,1/2、年明け日本株下落なんか⁉地震の影響で日経平均先物下落。日航機が羽田滑走路で炎上。円高加速でドル円141円の攻防。利益確定売りで米国株、ナスダック、半導体株も弱い。仮想通貨ビットコイン下落。
2024-01-03,-0.7,1/3、日本株下落なんか⁉地震の影響で日経平均先物300円安。米国株、ナスダック、半導体株も急落だと。ドル円141円の攻防。仮想通貨ビットコイン下強い
2024-01-04,0.1999999999999999,1/4、日本株上がれ！！半導体株急落で資金シフト発生か。バリュー株、高配当株が大幅高や。金利上昇でドル円急騰。米国株、ナスダック、半導体株急落。仮想通貨ビットコインは弱含む。
2024-01-05,0.3,1/5、日本株上がれ！！半導体株急落で資金シフト発生か。バリュー株、高配当株が上昇。金利上昇でドル円が145円に急伸。米国株、ナスダック、半導体株急落。仮想通貨ビットコインは上昇
2024-01-06,0.8,1/6、日本株稼ぎ時や！！半導体株急落からバリュー株へ資金シフト発生。米雇用統計受けドル円上昇→輸出関連が高い。米国株、ナスダック、半導体株も上昇。仮想通貨部ビットコイン高値。
2024-01-07,0.8,1/7、日本株稼ぎ時や！！半導体株急落からバリュー株へ資金シフト発生。米雇用統計受けドル円上昇→輸出関連が高い。米国株、ナスダック、半導体株も上昇。仮想通貨部ビットコイン高値。
2024-01-08,0.8,1/8、日本株上がれ！！半導体株急落からバリュー株へ資金シフト発生。米雇用統計受けドル円上昇→輸出関連が高い。米国株、ナスダック、半導体株も上昇。仮想通貨部ビットコイン高値。
2024-01-09,0.75,1/9、日本株上がれ‼️日経平均385円上昇。ドル円144円推移。原油価格急落で資源株下落。米国株、ナスダック、半導体株強い。仮想通貨部ビットコインも大幅高。
2024-01-10,0.8,1/10、日本株上がれ！！日経平均678円爆上げ。海外勢も日本株を4200億円先物買い越し。ドル円は円安進行で145円。米国株、ナスダック、半導体株どうなる。仮想通貨、ビットコインも大幅高。
2024-01-11,0.8,1/11、CPI発表動くぞ！！日経平均６０８円爆上げ！！海外勢の日本株買いが炸裂するか。ドル円145円に上昇で輸出株関連が強い。米国株、ナスダック、半導体株どうなる。仮想通貨ビットコイン強い。
2024-01-12,0.75,1/12、日本株上がれ！！日経平均527円急騰。海外勢も日本株を1400億円買ってるぞ。CPI通過でドル円145円推移。米国株、ナスダック、半導体株が乱高下。仮想通貨ビットコインETF承認で高値推移。
2024-01-13,0.4,1/13、日経平均爆上げヤバイ‼︎海外勢が日本株爆買いか⁉︎新NISA期待も高値掴みに要警戒。PPIでドル円144円に下落。米国株、ナスダック、半導体株はグロースシフト。仮想通貨ビットコイン急落。
